document_id,page,field,truth_status,expected,verdict,evidence
synthetic-030,1,invoice_number,ABSENT,,correctly unresolved,nothing to find (ABSENT) and nothing returned
synthetic-031,1,party,PRESENT,Sundaram Traders,incorrectly unresolved,"expected 'Sundaram Traders', read nothing"
synthetic-031,1,invoice_date,PRESENT,06/02/2023,incorrectly unresolved,"expected '06/02/2023', read nothing"
synthetic-031,1,total,AMBIGUOUS,"{'candidates_paise': [13593836, 13599392], 'candidates_text': ['1,35,938.36', '1,35,993.92']}",correctly unresolved,nothing to find (AMBIGUOUS) and nothing returned
synthetic-031,1,tax,PRESENT,"{'paise': 2073636, 'text': '20,736.36'}",incorrectly unresolved,"expected {'paise': 2073636, 'text': '20,736.36'}, read nothing"
synthetic-031,1,invoice_number,PRESENT,SUN/2023/1031,incorrectly unresolved,"expected 'SUN/2023/1031', read nothing"
synthetic-032,1,party,PRESENT,Sundaram Traders,incorrectly unresolved,"expected 'Sundaram Traders', read nothing"
synthetic-032,1,invoice_date,PRESENT,13-09-2024,incorrectly unresolved,"expected '13-09-2024', read nothing"
synthetic-032,1,total,AMBIGUOUS,"{'candidates_paise': [26909184, 26952043], 'candidates_text': ['2,69,091.84', '2,69,520.43']}",correctly unresolved,nothing to find (AMBIGUOUS) and nothing returned
synthetic-032,1,tax,PRESENT,"{'paise': 5886384, 'text': '58,863.84'}",correct,read 5886384
synthetic-032,1,invoice_number,PRESENT,SUN/2024/1032,incorrectly unresolved,"expected 'SUN/2024/1032', read nothing"
synthetic-033,1,party,PRESENT,Rao Cold Storage,incorrectly unresolved,"expected 'Rao Cold Storage', read nothing"
synthetic-033,1,invoice_date,PRESENT,17/07/2023,incorrectly unresolved,"expected '17/07/2023', read nothing"
synthetic-033,1,total,AMBIGUOUS,"{'candidates_paise': [7611590, 7643257], 'candidates_text': ['76,115.90', '76,432.57']}",correctly unresolved,nothing to find (AMBIGUOUS) and nothing returned
synthetic-033,1,tax,PRESENT,"{'paise': 1161090, 'text': '11,610.90'}",incorrectly unresolved,"expected {'paise': 1161090, 'text': '11,610.90'}, read nothing"
synthetic-033,1,invoice_number,PRESENT,RAO/2023/1033,incorrectly unresolved,"expected 'RAO/2023/1033', read nothing"
synthetic-034,1,party,PRESENT,Patel Auto Spares,incorrectly unresolved,"expected 'Patel Auto Spares', read nothing"
synthetic-034,1,invoice_date,PRESENT,25-02-2026,incorrectly unresolved,"expected '25-02-2026', read nothing"
synthetic-034,1,total,AMBIGUOUS,"{'candidates_paise': [31644160, 31678446], 'candidates_text': ['3,16,441.60', '3,16,784.46']}",correctly unresolved,nothing to find (AMBIGUOUS) and nothing returned
synthetic-034,1,tax,PRESENT,"{'paise': 6922160, 'text': '69,221.60'}",correct,read 6922160
synthetic-034,1,invoice_number,PRESENT,PAT/2026/1034,incorrectly unresolved,"expected 'PAT/2026/1034', read nothing"
synthetic-035,1,party,PRESENT,Iyer Provision Stores,incorrectly unresolved,"expected 'Iyer Provision Stores', read nothing"
synthetic-035,1,invoice_date,PRESENT,22/09/2023,incorrectly unresolved,"expected '22/09/2023', read nothing"
synthetic-035,1,total,PRESENT,"{'paise': 16901612, 'text': '1,69,016.12'}",correct,read 16901612
synthetic-035,1,tax,PRESENT,"{'paise': 2578212, 'text': '25,782.12'}",incorrectly unresolved,"expected {'paise': 2578212, 'text': '25,782.12'}, read nothing"
synthetic-035,1,invoice_number,PRESENT,IYE/2023/1035,incorrectly unresolved,"expected 'IYE/2023/1035', read nothing"
synthetic-036,1,party,PRESENT,Bose Stationery Mart,incorrectly unresolved,"expected 'Bose Stationery Mart', read nothing"
synthetic-036,1,invoice_date,PRESENT,17-10-2026,incorrectly unresolved,"expected '17-10-2026', read nothing"
synthetic-036,1,total,PRESENT,"{'paise': 5872152, 'text': '58,721.52'}",correct,read 5872152
synthetic-036,1,tax,PRESENT,"{'paise': 895752, 'text': '8,957.52'}",incorrectly unresolved,"expected {'paise': 895752, 'text': '8,957.52'}, read nothing"
synthetic-036,1,invoice_number,PRESENT,BOS/2026/1036,incorrectly unresolved,"expected 'BOS/2026/1036', read nothing"
synthetic-037,1,party,PRESENT,Iyer Provision Stores,incorrectly unresolved,"expected 'Iyer Provision Stores', read nothing"
synthetic-037,1,invoice_date,PRESENT,10/07/2026,incorrectly unresolved,"expected '10/07/2026', read nothing"
synthetic-037,1,total,PRESENT,"{'paise': 606874, 'text': '6,068.74'}",correct,read 606874
synthetic-037,1,tax,PRESENT,"{'paise': 92574, 'text': '925.74'}",correct,read 92574
synthetic-037,1,invoice_number,PRESENT,IYE/2026/1037,incorrectly unresolved,"expected 'IYE/2026/1037', read nothing"
synthetic-038,1,party,UNREADABLE,,correctly unresolved,nothing to find (UNREADABLE) and nothing returned
synthetic-038,1,invoice_date,UNREADABLE,,correctly unresolved,nothing to find (UNREADABLE) and nothing returned
synthetic-038,1,total,UNREADABLE,,correctly unresolved,nothing to find (UNREADABLE) and nothing returned
synthetic-038,1,tax,UNREADABLE,,correctly unresolved,nothing to find (UNREADABLE) and nothing returned
synthetic-038,1,invoice_number,UNREADABLE,,correctly unresolved,nothing to find (UNREADABLE) and nothing returned
synthetic-039,1,party,UNREADABLE,,correctly unresolved,nothing to find (UNREADABLE) and nothing returned
synthetic-039,1,invoice_date,UNREADABLE,,correctly unresolved,nothing to find (UNREADABLE) and nothing returned
synthetic-039,1,total,UNREADABLE,,correctly unresolved,nothing to find (UNREADABLE) and nothing returned
synthetic-039,1,tax,UNREADABLE,,correctly unresolved,nothing to find (UNREADABLE) and nothing returned
synthetic-039,1,invoice_number,UNREADABLE,,correctly unresolved,nothing to find (UNREADABLE) and nothing returned
synthetic-040,1,party,UNREADABLE,,correctly unresolved,nothing to find (UNREADABLE) and nothing returned
synthetic-040,1,invoice_date,UNREADABLE,,correctly unresolved,nothing to find (UNREADABLE) and nothing returned
synthetic-040,1,total,UNREADABLE,,correctly unresolved,nothing to find (UNREADABLE) and nothing returned
synthetic-040,1,tax,UNREADABLE,,correctly unresolved,nothing to find (UNREADABLE) and nothing returned
synthetic-040,1,invoice_number,UNREADABLE,,correctly unresolved,nothing to find (UNREADABLE) and nothing returned
synthetic-041,1,party,PRESENT,Nilgiri Tea Supply Co,incorrectly unresolved,"expected 'Nilgiri Tea Supply Co', read nothing"
synthetic-041,1,invoice_date,ABSENT,,correctly unresolved,nothing to find (ABSENT) and nothing returned
synthetic-041,1,total,PRESENT,"{'paise': 7853440, 'text': '78,534.40'}",correct,read 7853440
synthetic-041,1,tax,PRESENT,"{'paise': 841440, 'text': '8,414.40'}",correct,read 841440
synthetic-041,1,invoice_number,PRESENT,NIL/2025/1041,incorrectly unresolved,"expected 'NIL/2025/1041', read nothing"
synthetic-042,1,party,PRESENT,Konkan Hardware Stores,incorrectly unresolved,"expected 'Konkan Hardware Stores', read nothing"
synthetic-042,1,invoice_date,ABSENT,,correctly unresolved,nothing to find (ABSENT) and nothing returned
synthetic-042,1,total,PRESENT,"{'paise': 4197480, 'text': '41,974.80'}",correct,read 4197480
synthetic-042,1,tax,PRESENT,"{'paise': 449730, 'text': '4,497.30'}",correct,read 449730
synthetic-042,1,invoice_number,PRESENT,KON/2025/1042,incorrectly unresolved,"expected 'KON/2025/1042', read nothing"
synthetic-043,1,party,PRESENT,Patel Auto Spares,incorrectly unresolved,"expected 'Patel Auto Spares', read nothing"
synthetic-043,1,invoice_date,ABSENT,,correctly unresolved,nothing to find (ABSENT) and nothing returned
synthetic-043,1,total,PRESENT,"{'paise': 2219952, 'text': '22,199.52'}",correct,read 2219952
synthetic-043,1,tax,PRESENT,"{'paise': 237852, 'text': '2,378.52'}",correct,read 237852
synthetic-043,1,invoice_number,PRESENT,PAT/2023/1043,incorrectly unresolved,"expected 'PAT/2023/1043', read nothing"
synthetic-044,1,party,PRESENT,Iyer Provision Stores,incorrectly unresolved,"expected 'Iyer Provision Stores', read nothing"
synthetic-044,1,invoice_date,ABSENT,,correctly unresolved,nothing to find (ABSENT) and nothing returned
synthetic-044,1,total,PRESENT,"{'paise': 23414832, 'text': '2,34,148.32'}",correct,read 23414832
synthetic-044,1,tax,PRESENT,"{'paise': 2508732, 'text': '25,087.32'}",correct,read 2508732
synthetic-044,1,invoice_number,PRESENT,IYE/2023/1044,incorrectly unresolved,"expected 'IYE/2023/1044', read nothing"
synthetic-045,1,party,PRESENT,Rao Cold Storage,incorrectly unresolved,"expected 'Rao Cold Storage', read nothing"
synthetic-045,1,invoice_date,PRESENT,16/02/2026,incorrectly unresolved,"expected '16/02/2026', read nothing"
synthetic-045,3,total,PRESENT,"{'paise': 22374983, 'text': '2,23,749.83'}",incorrectly unresolved,"expected {'paise': 22374983, 'text': '2,23,749.83'}, read nothing"
synthetic-045,3,tax,PRESENT,"{'paise': 3413133, 'text': '34,131.33'}",incorrectly unresolved,"expected {'paise': 3413133, 'text': '34,131.33'}, read nothing"
synthetic-045,1,invoice_number,PRESENT,RAO/2026/1045,incorrectly unresolved,"expected 'RAO/2026/1045', read nothing"
synthetic-046,1,party,PRESENT,Iyer Provision Stores,incorrectly unresolved,"expected 'Iyer Provision Stores', read nothing"
synthetic-046,1,invoice_date,PRESENT,02-11-2023,incorrectly unresolved,"expected '02-11-2023', read nothing"
synthetic-046,3,total,PRESENT,"{'paise': 21803037, 'text': '2,18,030.37'}",incorrectly unresolved,"expected {'paise': 21803037, 'text': '2,18,030.37'}, read nothing"
synthetic-046,3,tax,PRESENT,"{'paise': 3325887, 'text': '33,258.87'}",incorrectly unresolved,"expected {'paise': 3325887, 'text': '33,258.87'}, read nothing"
synthetic-046,1,invoice_number,PRESENT,IYE/2023/1046,incorrectly unresolved,"expected 'IYE/2023/1046', read nothing"
synthetic-047,1,party,PRESENT,Verma Electricals,incorrectly unresolved,"expected 'Verma Electricals', read nothing"
synthetic-047,1,invoice_date,PRESENT,02/05/2025,incorrectly unresolved,"expected '02/05/2025', read nothing"
synthetic-047,3,total,PRESENT,"{'paise': 10354795, 'text': '1,03,547.95'}",incorrectly unresolved,"expected {'paise': 10354795, 'text': '1,03,547.95'}, read nothing"
synthetic-047,3,tax,PRESENT,"{'paise': 1579545, 'text': '15,795.45'}",incorrectly unresolved,"expected {'paise': 1579545, 'text': '15,795.45'}, read nothing"
synthetic-047,1,invoice_number,PRESENT,VER/2025/1047,incorrectly unresolved,"expected 'VER/2025/1047', read nothing"
synthetic-048,1,party,PRESENT,Patel Auto Spares,incorrectly unresolved,"expected 'Patel Auto Spares', read nothing"
synthetic-048,1,invoice_date,PRESENT,21-08-2025,incorrectly unresolved,"expected '21-08-2025', read nothing"
synthetic-048,3,total,PRESENT,"{'paise': 58004080, 'text': '5,80,040.80'}",incorrectly unresolved,"expected {'paise': 58004080, 'text': '5,80,040.80'}, read nothing"
synthetic-048,3,tax,PRESENT,"{'paise': 8848080, 'text': '88,480.80'}",incorrectly unresolved,"expected {'paise': 8848080, 'text': '88,480.80'}, read nothing"
synthetic-048,1,invoice_number,PRESENT,PAT/2025/1048,incorrectly unresolved,"expected 'PAT/2025/1048', read nothing"
