test,classification,why,reached_cage,backend,date,party,total_paise,tax_paise,net_paise,line_items,party_known,period_open,carries_gst,lines_sum_to_total,net_plus_tax_equals_gross,debits_equal_credits,cage_reasons
tests/test_company_identity.py::test_a_non_default_company_can_be_used_end_to_end,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_company_identity.py::test_reversal_undoes_the_entry_in_the_configured_company,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_company_identity.py::test_bulk_reversal_previews_the_configured_company,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_company_identity.py::test_a_question_and_its_answer_stay_in_the_configured_company,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Gupta Hardware,150000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Gupta Hardware in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,500.00 bill from Gupta Hardware."
tests/test_company_identity.py::test_a_request_cannot_name_a_company_of_its_own,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_company_routes.py::test_the_bulk_reversal_preview_lists_only_our_own_vouchers,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_company_routes.py::test_a_bulk_reversal_previewed_for_another_company_never_reverses_it,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_company_unicode.py::test_an_nfd_company_name_can_be_worked_in_end_to_end_over_http,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_dismissal_durability.py::test_a_matched_vendor_posts_without_ever_offering_a_flag,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_error_responses.py::test_a_refused_write_satisfies_all_five_properties[explicit_rejection],B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_error_responses.py::test_a_refused_write_satisfies_all_five_properties[unknown_outcome],B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_error_responses.py::test_a_refused_write_is_never_retried_by_the_pipeline_on_its_own,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_error_responses.py::test_a_bulk_reversal_that_meets_a_refusal_never_reports_completed,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_error_responses.py::test_a_bulk_reversal_whose_answer_is_unreadable_reports_unknown_not_failed,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_error_responses.py::test_a_write_tally_refuses_is_answered_with_a_page_and_not_a_dropped_socket,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_error_responses.py::test_a_refused_write_leaves_the_diagnosis_in_the_durable_log,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_extract_outage.py::test_after_any_outage_the_person_can_type_the_entry_and_it_posts[unavailable],A_CAGE_CORRECT,"no party was read at all, so there is no one to post against",yes,reader_service,,,,,,0,False,None,False,INDETERMINATE,INDETERMINATE,INDETERMINATE,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | Nobody said which amount the checks on this bill were run on, so I cannot tell that the amount that was checked is the amount that would go into your books, and nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I do not know who this bill is from. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish."
tests/test_extract_outage.py::test_after_any_outage_the_person_can_type_the_entry_and_it_posts[timeout],A_CAGE_CORRECT,"no party was read at all, so there is no one to post against",yes,reader_service,,,,,,0,False,None,False,INDETERMINATE,INDETERMINATE,INDETERMINATE,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | Nobody said which amount the checks on this bill were run on, so I cannot tell that the amount that was checked is the amount that would go into your books, and nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I do not know who this bill is from. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish."
tests/test_extract_outage.py::test_after_any_outage_the_person_can_type_the_entry_and_it_posts[malformed response],A_CAGE_CORRECT,"no party was read at all, so there is no one to post against",yes,reader_service,,,,,,0,False,None,False,INDETERMINATE,INDETERMINATE,INDETERMINATE,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | Nobody said which amount the checks on this bill were run on, so I cannot tell that the amount that was checked is the amount that would go into your books, and nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I do not know who this bill is from. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish."
tests/test_extract_outage.py::test_after_any_outage_the_person_can_type_the_entry_and_it_posts[partial response],A_CAGE_CORRECT,"no party was read at all, so there is no one to post against",yes,reader_service,,,,,,0,False,None,False,INDETERMINATE,INDETERMINATE,INDETERMINATE,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | Nobody said which amount the checks on this bill were run on, so I cannot tell that the amount that was checked is the amount that would go into your books, and nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I do not know who this bill is from. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish."
tests/test_extract_outage.py::test_after_any_outage_the_person_can_type_the_entry_and_it_posts[authentication failure],A_CAGE_CORRECT,"no party was read at all, so there is no one to post against",yes,reader_service,,,,,,0,False,None,False,INDETERMINATE,INDETERMINATE,INDETERMINATE,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | Nobody said which amount the checks on this bill were run on, so I cannot tell that the amount that was checked is the amount that would go into your books, and nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I do not know who this bill is from. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish."
tests/test_extract_outage.py::test_after_any_outage_the_person_can_type_the_entry_and_it_posts[rate limit],A_CAGE_CORRECT,"no party was read at all, so there is no one to post against",yes,reader_service,,,,,,0,False,None,False,INDETERMINATE,INDETERMINATE,INDETERMINATE,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | Nobody said which amount the checks on this bill were run on, so I cannot tell that the amount that was checked is the amount that would go into your books, and nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I do not know who this bill is from. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish."
tests/test_extract_outage.py::test_after_any_outage_the_person_can_type_the_entry_and_it_posts[empty response],A_CAGE_CORRECT,"no party was read at all, so there is no one to post against",yes,reader_service,,,,,,0,False,None,False,INDETERMINATE,INDETERMINATE,INDETERMINATE,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | Nobody said which amount the checks on this bill were run on, so I cannot tell that the amount that was checked is the amount that would go into your books, and nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I do not know who this bill is from. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish."
tests/test_extract_outage.py::test_after_any_outage_the_person_can_type_the_entry_and_it_posts[connection refused],A_CAGE_CORRECT,"no party was read at all, so there is no one to post against",yes,reader_service,,,,,,0,False,None,False,INDETERMINATE,INDETERMINATE,INDETERMINATE,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | Nobody said which amount the checks on this bill were run on, so I cannot tell that the amount that was checked is the amount that would go into your books, and nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I do not know who this bill is from. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish."
tests/test_extract_outage.py::test_after_any_outage_the_person_can_type_the_entry_and_it_posts[response for a different document],A_CAGE_CORRECT,"no party was read at all, so there is no one to post against",yes,reader_service,,,,,,0,False,None,False,INDETERMINATE,INDETERMINATE,INDETERMINATE,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | Nobody said which amount the checks on this bill were run on, so I cannot tell that the amount that was checked is the amount that would go into your books, and nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I do not know who this bill is from. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish."
tests/test_extract_outage.py::test_after_any_outage_the_person_can_type_the_entry_and_it_posts[response missing the named fields],A_CAGE_CORRECT,"no party was read at all, so there is no one to post against",yes,reader_service,,,,,,0,False,None,False,INDETERMINATE,INDETERMINATE,INDETERMINATE,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | Nobody said which amount the checks on this bill were run on, so I cannot tell that the amount that was checked is the amount that would go into your books, and nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I do not know who this bill is from. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish."
tests/test_extract_outage.py::test_the_app_still_chooses_its_own_backend_when_none_is_injected,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_first_detector.py::test_the_existing_review_behaviour_is_unchanged,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_funding_leg.py::test_a_vendor_always_paid_in_cash_has_its_funding_leg_read_not_guessed,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_funding_leg.py::test_the_funding_leg_is_not_cash_merely_because_cash_is_a_common_account,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Verma Cement,90000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Verma Cement in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹900.00 bill from Verma Cement."
tests/test_funding_leg.py::test_purpose_is_asked_before_funding_and_each_answer_lands_on_its_own_leg,B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Gupta Hardware,150000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Gupta Hardware in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,500.00 bill from Gupta Hardware."
tests/test_gst_ground_truth_runner.py::test_the_extraction_section_scores_exit_one_and_exit_two_separately,D_TEST_INVALID_OR_INCOMPLETE,the test failed without ever reaching the cage - it is not a cage question,no,,,,,,,,,None,,,,,
tests/test_gst_ground_truth_runner.py::test_a_refusal_that_states_a_reason_is_still_a_refusal,D_TEST_INVALID_OR_INCOMPLETE,the test failed without ever reaching the cage - it is not a cage question,no,,,,,,,,,None,,,,,
tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_cement],B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,420000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹4,200.00 bill from Sharma Traders."
tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_sand],B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,180000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,800.00 bill from Sharma Traders."
tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_steel],B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,90000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹900.00 bill from Sharma Traders."
tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_bricks],B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,250000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹2,500.00 bill from Sharma Traders."
tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_timber],B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,typed_text,,Sharma Traders,330000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹3,300.00 bill from Sharma Traders."
tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_stub_small],B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,stub,,Sharma Traders,90000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹900.00 bill from Sharma Traders."
tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_stub_mid],B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,stub,,Sharma Traders,180000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹1,800.00 bill from Sharma Traders."
tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_stub_par],B_CAGE_FALSE_BLOCK,"blocked on period_open=None which pipeline.run hardcodes though period.py can read it, AND on a party with history that is not in the chart of accounts, AND on laws a typed sentence cannot satisfy",yes,stub,,Sharma Traders,250000,,,0,False,None,False,INDETERMINATE,INDETERMINATE,PASS,"There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. | I could not tell whether the books for this date are still open, so nothing was posted. | I have never seen Sharma Traders in your books. I will never add a new name to your books on my own, so this one is saved for you to finish. | I am less than 70 out of 100 sure about what this bill says. That is too little to even ask about, so this one is saved for you to finish. That is the ₹2,500.00 bill from Sharma Traders."
