failure_id,test_name,fixture,document_type,expected_status,actual_status,blocking_guard,reason_code,classification,evidence,required_code_change,required_test_change,safety_impact,final_disposition
F-066,tests/test_extract_outage.py::test_after_any_outage_the_person_can_type_the_entry_and_it_posts[unavailable],unknown,UNKNOWN,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-067,tests/test_extract_outage.py::test_the_app_still_chooses_its_own_backend_when_none_is_injected,unknown,UNKNOWN,VALID,n/a (never reached),error path needs a post first,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: a known vendor typed in plainly should still post straight through,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-068,tests/test_first_detector.py::test_the_existing_review_behaviour_is_unchanged,unknown,UNKNOWN,VALID,n/a (never reached),asserts on books/pages a post would have produced,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"assert 'Written to Tally as' in '<!doctype html><meta charset=utf-8>\n<meta name=viewport content=""width=device-width,initial-scale=1"">\n<title>Accoun",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-069,tests/test_funding_leg.py::test_a_vendor_always_paid_in_cash_has_its_funding_leg_read_not_guessed,unknown,UNKNOWN,VALID,n/a (never reached),asserts on books/pages a post would have produced,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: nothing is unclear, so nothing is asked",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-070,tests/test_funding_leg.py::test_purpose_is_asked_before_funding_and_each_answer_lands_on_its_own_leg,unknown,UNKNOWN,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-071,tests/test_funding_leg.py::test_the_funding_leg_is_not_cash_merely_because_cash_is_a_common_account,unknown,UNKNOWN,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-072,tests/test_gst_ground_truth_runner.py::test_a_refusal_that_states_a_reason_is_still_a_refusal,unknown,UNKNOWN,VALID,n/a (never reached),ground-truth harness counts moved because dates now read,STALE_FIXTURE,STALE_EXPECTATION_FROM_THIS_WORK,"AssertionError: assert {'date': 14, ...ax_paise': 20} == {'date': 14, ...ax_paise': 20}",none - regenerate artifacts/ground_truth/results.json,regenerate the recorded file,none,OPEN - regenerate the recorded harness output
F-073,tests/test_gst_ground_truth_runner.py::test_the_extraction_section_scores_exit_one_and_exit_two_separately,unknown,UNKNOWN,VALID,n/a (never reached),ground-truth harness counts moved because dates now read,STALE_FIXTURE,STALE_EXPECTATION_FROM_THIS_WORK,"AssertionError: assert {'date': 0, '...tax_paise': 0} == {'date': 0, '...tax_paise': 0}",none - regenerate artifacts/ground_truth/results.json,regenerate the recorded file,none,OPEN - regenerate the recorded harness output
F-074,tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_bricks],unknown,UNKNOWN,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: c_bricks did not reach VALID: There is something on this bill I could not check at all. Not checked is not the same as checked and fin,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-075,tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_cement],unknown,UNKNOWN,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: c_cement did not reach VALID: There is something on this bill I could not check at all. Not checked is not the same as checked and fin,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-076,tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_sand],unknown,UNKNOWN,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: c_sand did not reach VALID: There is something on this bill I could not check at all. Not checked is not the same as checked and fine,",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-077,tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_steel],unknown,UNKNOWN,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: c_steel did not reach VALID: There is something on this bill I could not check at all. Not checked is not the same as checked and fine,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-078,tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_stub_high],unknown,UNKNOWN,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: c_stub_high did not reach VALID: There is something on this bill I could not check at all. Not checked is not the same as checked and ,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-079,tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_stub_mid],unknown,UNKNOWN,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: c_stub_mid did not reach VALID: There is something on this bill I could not check at all. Not checked is not the same as checked and f,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-080,tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_stub_par],unknown,UNKNOWN,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: c_stub_par did not reach VALID: There is something on this bill I could not check at all. Not checked is not the same as checked and f,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-081,tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_stub_small],unknown,UNKNOWN,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: c_stub_small did not reach VALID: There is something on this bill I could not check at all. Not checked is not the same as checked and,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-082,tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_stub_top],unknown,UNKNOWN,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: c_stub_top did not reach VALID: There is something on this bill I could not check at all. Not checked is not the same as checked and f,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-083,tests/test_gst_safety_sweep.py::test_a_bill_with_no_tax_on_it_still_reaches_valid_and_posts[c_timber],unknown,UNKNOWN,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: c_timber did not reach VALID: There is something on this bill I could not check at all. Not checked is not the same as checked and fin,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-084,tests/test_gst_safety_sweep.py::test_every_case_with_no_tax_question_reaches_the_expected_valid_result,unknown,UNKNOWN,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: [('c_cement', 'not_valid', False), ('c_sand', 'not_valid', False), ('c_steel', 'not_valid', False), ('c_bricks', 'not_valid', False), ",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-085,tests/test_gst_safety_sweep.py::test_the_connector_never_refuses_what_the_application_called_valid,unknown,UNKNOWN,VALID,n/a (never reached),counts a voucher/row that a block prevented,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,assert 0 == 10,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-086,tests/test_idempotency.py::test_a_bulk_reversal_over_an_ambiguous_marker_reverses_nothing,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),"nothing posts, so no write happens",BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: the fixture must reach the write path,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-087,tests/test_idempotency.py::test_a_double_click_needs_no_race_to_produce_the_second_voucher,unknown,UNKNOWN,VALID,n/a (never reached),operation id only exists after a post,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: no operation id on the page:,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-088,tests/test_idempotency.py::test_a_duplicate_refusal_is_never_recorded_as_an_unknown_outcome,unknown,UNKNOWN,VALID,n/a (never reached),"nothing posts, so no write happens",BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: the fixture must reach the write path,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-089,tests/test_idempotency.py::test_a_marker_on_two_vouchers_refuses_every_path_and_deletes_neither,unknown,UNKNOWN,VALID,n/a (never reached),"nothing posts, so no write happens",BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: the fixture must reach the write path,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-090,tests/test_idempotency.py::test_a_read_back_that_raises_leaves_one_voucher_and_a_retry_that_refuses,unknown,UNKNOWN,VALID,n/a (never reached),"nothing posts, so no write happens",BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: the fixture must reach the write path,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-091,tests/test_idempotency.py::test_a_refused_replay_leaves_durable_rows_and_no_second_posted_row,unknown,UNKNOWN,VALID,n/a (never reached),"nothing posts, so no write happens",BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: the fixture must reach the write path,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-092,tests/test_idempotency.py::test_a_refused_replay_writes_no_write_attempted_row,unknown,UNKNOWN,VALID,n/a (never reached),"nothing posts, so no write happens",BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: the fixture must reach the write path,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-093,tests/test_idempotency.py::test_a_replay_that_carries_no_log_still_cannot_write_twice,unknown,UNKNOWN,VALID,n/a (never reached),"nothing posts, so no write happens",BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: the fixture must reach the write path,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-094,tests/test_idempotency.py::test_a_reversal_marks_the_identity_spent_rather_than_freeing_it,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),"nothing posts, so no write happens",BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: the fixture must reach the write path,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-095,tests/test_idempotency.py::test_a_reversed_then_replayed_entry_is_refused_in_the_browser,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),operation id only exists after a post,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: no operation id on the page:,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-096,tests/test_idempotency.py::test_a_voucher_we_did_not_write_is_never_swept_up_by_a_replay,unknown,UNKNOWN,VALID,n/a (never reached),"nothing posts, so no write happens",BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: the fixture must reach the write path,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-097,tests/test_idempotency.py::test_a_write_whose_read_back_vanished_is_not_retried_into_a_second_voucher,unknown,UNKNOWN,VALID,n/a (never reached),"nothing posts, so no write happens",BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: the fixture must reach the write path,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-098,tests/test_idempotency.py::test_an_operation_id_that_was_reversed_is_never_written_again,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),"nothing posts, so no write happens",BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: the fixture must reach the write path,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-099,tests/test_idempotency.py::test_an_unknown_outcome_is_written_down_before_any_retry_is_attempted,unknown,UNKNOWN,VALID,n/a (never reached),"nothing posts, so no write happens",BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: the fixture must reach the write path,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-100,tests/test_idempotency.py::test_evaluating_a_draft_repeatedly_never_mints_a_second_identity,unknown,UNKNOWN,VALID,n/a (never reached),"nothing posts, so no write happens",BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: the fixture must reach the write path,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-101,tests/test_idempotency.py::test_nothing_asks_or_flags_when_the_same_entry_arrives_a_second_time,unknown,UNKNOWN,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"assert 'class=""badge b-valid"">posted<' in '<!doctype html><meta charset=utf-8>\n<meta name=viewport content=""width=device-width,initial-scale=1"">\n<ti",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-102,tests/test_idempotency.py::test_posting_the_same_draft_twice_writes_one_voucher_and_moves_nothing,unknown,UNKNOWN,VALID,n/a (never reached),"nothing posts, so no write happens",BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: the fixture must reach the write path,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-103,tests/test_idempotency.py::test_replaying_the_answer_that_posted_an_entry_writes_no_second_voucher,unknown,UNKNOWN,VALID,n/a (never reached),counts a voucher/row that a block prevented,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,assert 0 == 1,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-104,tests/test_idempotency.py::test_reversing_the_same_operation_twice_moves_the_books_once,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),operation id only exists after a post,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: no operation id on the page:,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-105,tests/test_idempotency.py::test_the_duplicate_row_says_the_older_voucher_is_the_real_one,unknown,UNKNOWN,VALID,n/a (never reached),"nothing posts, so no write happens",BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: the fixture must reach the write path,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-106,tests/test_idempotency.py::test_the_refused_replay_is_recorded_and_reports_no_second_posting,unknown,UNKNOWN,VALID,n/a (never reached),asserts on books/pages a post would have produced,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: one posting, however many clicks",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-107,tests/test_idempotency.py::test_the_same_typed_entry_submitted_twice_creates_two_drafts_and_two_vouchers,unknown,UNKNOWN,VALID,n/a (never reached),operation id only exists after a post,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: no operation id on the page:,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-108,tests/test_idempotency.py::test_the_two_vouchers_from_one_double_click_carry_different_markers,unknown,UNKNOWN,VALID,n/a (never reached),counts a voucher/row that a block prevented,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,assert 0 == 2,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-109,tests/test_idempotency.py::test_two_drafts_of_the_same_text_never_share_an_identity,unknown,UNKNOWN,VALID,n/a (never reached),"nothing posts, so no write happens",BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: the fixture must reach the write path,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-110,tests/test_idempotency.py::test_two_previews_in_a_row_reverse_nothing_between_them,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),counts a voucher/row that a block prevented,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: assert 0 == 1,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-111,tests/test_ledger_placement.py::test_a_refused_placement_is_recorded_by_the_existing_write_ahead_row,unknown,UNKNOWN,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: There is something on this bill I could not check at all. Not checked is not the same as checked and fine, so nothing was posted. I co",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-112,tests/test_lifecycle.py::test_a_reversal_reports_the_exact_paise_that_moved_back,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-113,tests/test_lifecycle.py::test_a_reversal_that_moves_the_wrong_amount_is_refused_and_names_both,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-114,tests/test_lifecycle.py::test_a_reversal_that_says_yes_and_moves_nothing_is_refused,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-115,tests/test_lifecycle.py::test_the_draft_level_reverse_goes_through_the_same_doorway,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-116,tests/test_no_reader.py::test_no_module_outside_the_allow_list_names_the_work_of_reading,unknown,UNKNOWN,VALID,n/a (never reached),architecture allow-list on nearby.py,PRE_EXISTING,UNRELATED_PRE_EXISTING,"AssertionError: these identifiers name OCR, image-processing or layout-analysis work in a module D-30 did not approve as a reader, so it belongs behin","separate change, unrelated to Problem 1",none,none,OUT OF SCOPE - pre-existing
F-117,tests/test_observability.py::test_a_durable_audit_row_can_be_joined_to_the_log_lines_that_made_it,unknown,UNKNOWN,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: no posted row, so there is nothing to join to",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-118,tests/test_observability.py::test_a_measured_zero_is_still_written_as_zero,unknown,UNKNOWN,VALID,n/a (never reached),asserts on books/pages a post would have produced,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: assert '1' == '0',none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-119,tests/test_observability.py::test_a_refused_replay_is_counted_now_that_it_has_a_row_of_its_own,unknown,UNKNOWN,VALID,n/a (never reached),error path needs a post first,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,Failed: DID NOT RAISE HTTPError,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-120,tests/test_observability.py::test_a_reversal_is_counted_from_the_row_the_undo_button_writes,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),operation id only exists after a post,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: no operation id in page:,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-121,tests/test_operation_identity.py::test_a_decision_carrying_no_operation_id_cannot_authorise_a_write,unknown,UNKNOWN,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-122,tests/test_operation_identity.py::test_a_decision_that_authorised_a_different_operation_is_refused,unknown,UNKNOWN,VALID,n/a (never reached),asserts on books/pages a post would have produced,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: Regex pattern did not match.,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-123,tests/test_operation_identity.py::test_one_operation_id_reaches_the_draft_decision_narration_log_and_reversal,reversal fixture,NON_INVOICE_EXPENSE_NOTE,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-124,tests/test_operation_identity.py::test_the_refusal_names_both_ids_so_a_person_can_reconcile,unknown,UNKNOWN,VALID,n/a (never reached),page asserts on a post that never happened,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: assert 'ad_dbf5f44bb6934f808542e9298d90e417' in 'refusing to post: outcome is not_valid',none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-125,tests/test_phase4_exits.py::test_re_evaluating_an_answered_draft_runs_the_whole_order_again,unknown,UNKNOWN,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-126,tests/test_phase6_exits.py::test_a_book_with_no_anomaly_produces_no_flag_and_no_dismissal_row,unknown,UNKNOWN,VALID,n/a (never reached),asserts on books/pages a post would have produced,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: a clean matched vendor still posts,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-127,tests/test_pipeline.py::test_a_write_that_cannot_be_read_back_raises_and_never_records_a_tally_id,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-128,tests/test_pipeline.py::test_answering_then_re_evaluating_posts,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-129,tests/test_pipeline.py::test_known_vendor_posts_without_asking,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
F-130,tests/test_pipeline.py::test_posted_voucher_is_readable_back_from_tally,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),counts a voucher/row that a block prevented,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: assert None is not None,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-131,tests/test_pipeline.py::test_reverse_restores_the_exact_trial_balance,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),asserts on books/pages a post would have produced,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,"AssertionError: assert {'Purchases': 500000, 'Cash': -500000} != {'Purchases': 500000, 'Cash': -500000}",none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-132,tests/test_pipeline.py::test_spelling_variants_of_one_vendor_are_the_same_vendor,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,n/a (never reached),asserts on books/pages a post would have produced,BLOCKED_UPSTREAM,CASCADE_OF_THE_BLOCK,AssertionError: M/s Sharma Traders,none - resolves when the primary does,none,none,OPEN - Step 1 document-type contract
F-133,tests/test_pipeline.py::test_stub_extractor_drives_the_same_pipeline,typed expense sentence,NON_INVOICE_EXPENSE_NOTE,VALID,NOT_VALID,period_open=None (was: +conservation INDETERMINATE +confidence<0.70),PERIOD_NEVER_CHECKED,STALE_TEST_EXPECTATION,"measured: 3 blocking reasons -> 1, and the survivor is true",none - document-type contract landed; 2 of 3 reasons removed,"fixture must supply a PeriodReader, or assert REVIEW_REQUIRED","NONE - narrows what the invoice cage CLAIMS to check; no threshold moved, no INDETERMINATE turned into PASS",OPEN - fixture predates the period check
